Session ID,Total Time,Action Name,Count,Timer Name,Duration
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_3_Goal,2,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_3_RL_LearningRate_Interacted,2,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_3_RL_MaxEpisodes_Interacted,3,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_3_RL_MaxSteps_Interacted,3,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_3_Start_Pressed,3,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,StageTwo_3_Stop_Pressed,2,,
0a7e48b276a448eebe487bceecee0bc9,1235.68335,,,StageOneTime,339.4631042
0a7e48b276a448eebe487bceecee0bc9,1235.68335,,,StageTwoTime,740.0491943
a9c9d570a62f4516833a26b4620c309b,1262.460449,Help_opened_InputLayer,1,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageOne_InputLayer_Help_Pressed,1,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageOne_Input_AddNode_Pressed,4,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageOne_Hidden_AddLayer_Pressed,4,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageOne_Hidden_RemoveLayer_Pressed,4,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageOne_Output_AddNode_Pressed,4,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageOne_Hidden_AddNode_Pressed,39,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageOne_Hidden_RemoveNode_Pressed,39,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageOne_Test_Pressed,6,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_1_RL_LearningRate_Interacted,1,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_1_RL_MaxSteps_Interacted,2,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_1_Dangerous,2,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_1_Start_Pressed,6,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_1_Stop_Pressed,5,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_1_Goal,1,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_2_RL_MaxEpisodes_Interacted,2,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_2_Start_Pressed,3,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_2_Stop_Pressed,2,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_3_RL_ExplorationRate_Interacted,2,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_3_RL_MaxEpisodes_Interacted,2,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_3_Start_Pressed,3,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_3_Stop_Pressed,1,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_3_Collectible,1,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_3_Enemy,1,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,StageTwo_3_RL_MaxSteps_Interacted,1,,
a9c9d570a62f4516833a26b4620c309b,1262.460449,,,StageOneTime,452.5524597
a9c9d570a62f4516833a26b4620c309b,1262.460449,,,StageTwoTime,749.7912598
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,Help_opened_InputLayer,4,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_InputLayer_Help_Pressed,4,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,Help_opened_HiddenLayers,4,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_HiddenLayers_Help_Pressed,4,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,Help_opened_OutputLayer,3,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_OutputLayer_Help_Pressed,3,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_Test_Pressed,6,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_Input_AddNode_Pressed,4,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_Hidden_AddLayer_Pressed,4,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_Hidden_RemoveLayer_Pressed,4,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_Output_AddNode_Pressed,4,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_Hidden_AddNode_Pressed,13,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_Hidden_RemoveNode_Pressed,13,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageOne_LearningRate_Interacted,1,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageTwo_1_Start_Pressed,2,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageTwo_1_RL_LearningRate_Interacted,2,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageTwo_1_Stop_Pressed,1,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageTwo_2_RL_MaxEpisodes_Interacted,1,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageTwo_2_Start_Pressed,1,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageTwo_3_RL_LearningRate_Interacted,3,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageTwo_3_RL_ExplorationRate_Interacted,2,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageTwo_3_RL_MaxEpisodes_Interacted,2,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageTwo_3_RL_MaxSteps_Interacted,2,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,StageTwo_3_Start_Pressed,2,,
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,,,StageOneTime,225.8946991
3b02aeee1bf94de580e6d5ef4cc0ee80,898.0215454,,,StageTwoTime,570.2419434
87dc459f1b314b77ad24a3dc4567343a,1679.986694,Help_opened_InputLayer,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageOne_InputLayer_Help_Pressed,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageOne_Input_AddNode_Pressed,4,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageOne_Hidden_AddLayer_Pressed,3,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageOne_Hidden_RemoveLayer_Pressed,3,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageOne_Output_AddNode_Pressed,4,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageOne_Hidden_AddNode_Pressed,8,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageOne_Hidden_RemoveNode_Pressed,8,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageOne_Test_Pressed,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_1_RL_LearningRate_Interacted,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_1_RL_MaxSteps_Interacted,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_1_Start_Pressed,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_2_RL_LearningRate_Interacted,4,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_2_RL_MaxSteps_Interacted,3,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_2_RL_MaxEpisodes_Interacted,3,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_2_Start_Pressed,3,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_2_Stop_Pressed,2,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_2_Enemy,2,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_3_Collectible,2,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_3_RL_ExplorationRate_Interacted,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_3_RL_MaxEpisodes_Interacted,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_3_RL_MaxSteps_Interacted,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_3_RL_LearningRate_Interacted,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_3_Enemy,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_3_Goal,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,StageTwo_3_Start_Pressed,1,,
87dc459f1b314b77ad24a3dc4567343a,1679.986694,,,StageOneTime,76.82732391
87dc459f1b314b77ad24a3dc4567343a,1679.986694,,,StageTwoTime,663.9205322
,,,,,
,,,,,
,,,,,
Average StageOneTime,286.6600342,,,,
Average StageTwoTime,581.0920323,,,,
